Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App.,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
,Complete,Special Event,Community,,Seattle Design Festival Block Party 2014,S14SE287,09/06/2014 12:00:00 AM,09/07/2014 12:00:00 AM,,Pioneer Square,,,Design in Public,900
,Complete,Special Event,Athletic,Other,Round the Rock SUP Race and EXPO,S14SE288,09/06/2014 12:00:00 AM,09/07/2014 12:00:00 AM,Seward Park,Seward Park,,,Round the Rock,820
,Complete,Special Event,Community,,Wallingford Wurst Festival,S14SE289,09/19/2014 12:00:00 AM,09/20/2014 12:00:00 AM,,Wallingford,,,St. Benedict Parish and School,4800
,Complete,Special Event,Athletic,Run/Walk,Susan G. Komen Seattle 3-Day,S14SE290,09/19/2014 12:00:00 AM,09/21/2014 12:00:00 AM,Multiple Parks,Queen Anne,,,"The Susan G. Komen Breast Cancer Foundation, Inc., d/b/a Susan G. Komen",2000
,Complete,Special Event,Athletic,Run/Walk,Pacific NW Walk to End Alzheimer's,S14SE291,09/20/2014 12:00:00 AM,09/20/2014 12:00:00 AM,Lake Union Park,Queen Anne,,,Alzheimer's Association Western & Central WA Chapter,2050
,Cancelled,Special Event,Community,,Love in the Park,S14SE292,09/20/2014 12:00:00 AM,09/20/2014 12:00:00 AM,,Sand Point,,,Spectrum Dance Theatre,610
,Complete,Special Event,Commercial,,NFL Sponsor Appreciation Event,S14SE293,09/21/2014 12:00:00 AM,09/21/2014 12:00:00 AM,,Pioneer Square,,,"The Travellers, Inc./National Event Pros",615
,Complete,Special Event,Commercial,,Seattle Design District Sidewalk Sale,S14SE308,09/06/2014 12:00:00 AM,09/06/2014 12:00:00 AM,,Georgetown,,,Seattle Design District Association,1000
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (9/4),S14SE327,09/04/2014 12:00:00 AM,09/04/2014 12:00:00 AM,,Pioneer Square,,,Fuel Sports Eats and Beats,420
,Complete,Special Event,Community,,Fiestas Patrias Parade 2014,S14SE328,09/13/2014 12:00:00 AM,09/13/2014 12:00:00 AM,OTHER,South Park,,,Sea Mar Community Health Centers,650
,Cancelled,Special Event,Athletic,Cycling,Ride Around the Sound,S14SE333,09/13/2014 12:00:00 AM,09/13/2014 12:00:00 AM,,Downtown,,,American Lung Association of Mtn Pacific,190
,Complete,Special Event,Community,,Up your Ave 2014,S14SE338,09/26/2014 12:00:00 AM,09/26/2014 12:00:00 AM,,University District,,,The U District Partnership,1025
,Complete,Special Event,Community,,Art Walk Rainier Beach,S14SE349,09/06/2014 12:00:00 AM,09/07/2014 12:00:00 AM,,Rainier Valley,,,SEEDArts,1770
,Cancelled,Special Event,Athletic,Run/Walk,Sounders Rave Green Run,S14SE355,09/20/2014 12:00:00 AM,09/20/2014 12:00:00 AM,,Sodo,,,"Orswell Events, Sounders FC",1900
,Complete,Special Event,Athletic,Run/Walk,Seattle AIDS Walk and 5K Run,S14SE359,09/27/2014 12:00:00 AM,09/27/2014 12:00:00 AM,Volunteer Park,Capitol Hill,,,Lifelong,4350
,Cancelled,Special Event,Community,,"""Dance This Way,"" Part of Design in Publics",S14SE360,09/12/2014 12:00:00 AM,09/12/2014 12:00:00 AM,,Downtown,,,Friends of Waterfront Seattle,320
,Complete,Special Event,Commercial,,Boats Afloat Show,S14SE362,09/10/2014 12:00:00 AM,09/14/2014 12:00:00 AM,,South Lake Union,,,Northwest Yacht Brokers Association,6350
,Complete,Special Event,Community,,Bite of Broadview,S14SE363,09/26/2014 12:00:00 AM,09/28/2014 12:00:00 AM,,Broadview,,,Christ the King Catholic Church,1990
,Complete,Special Event,Community,,Day in the Park,S14SE365,09/14/2014 12:00:00 AM,09/14/2014 12:00:00 AM,OTHER,Mount Baker,,,Mount Baker Community Club,350
,Complete,Special Event,Athletic,Run/Walk,Women of Wonder 5K/10K,S14SE368,09/07/2014 12:00:00 AM,09/07/2014 12:00:00 AM,Greenlake Park,Green Lake,,,"Pro-Motions Events, Inc.",2250
,Complete,Special Event,Community,,Sounders FC March to the Match (9/12),S14SE374,09/12/2014 12:00:00 AM,09/12/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,505
,Complete,Special Event,Community,,Sounders FC March to the Match (9/27),S14SE375,09/27/2014 12:00:00 AM,09/27/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,505
,Complete,Special Event,Community,,Belltown Crush,S14SE376,09/28/2014 12:00:00 AM,09/28/2014 12:00:00 AM,Bell Street Park,Belltown,,,University District Food Bank,330
,Cancelled,Special Event,Free Speech,,SlutWalk 2014,S14SE389,09/07/2014 12:00:00 AM,09/07/2014 12:00:00 AM,,Capitol Hill,,,SlutWalk Seattle,540
,Complete,Special Event,Community,,West Seattle Car Show,S14SE393,09/14/2014 12:00:00 AM,09/14/2014 12:00:00 AM,,West Seattle,,,Monumental Undertaking,3400
,Complete,Special Event,Commercial,,15th Ave East Merchants Sidewalk Fest,S14SE395,09/07/2014 12:00:00 AM,09/07/2014 12:00:00 AM,,Capitol Hill,,,15th Ave East Merchants Association,405
,Complete,Special Event,Commercial,,Student Move In for Academic Year,S14SE396,09/25/2014 12:00:00 AM,09/27/2014 12:00:00 AM,,Queen Anne,,,Seattle Pacific University,4800
,Complete,Special Event,Community,,Nihonmachi Nite,S14SE399,09/20/2014 12:00:00 AM,09/20/2014 12:00:00 AM,,International District,,,Chinatown-International District Business Improvement Area,540
,Complete,Special Event,Commercial,,CBS Radio Tailgate (9.21),S14SE406,09/21/2014 12:00:00 AM,09/21/2014 12:00:00 AM,,Pioneer Square,,,CBS Seattle,770
,Complete,Special Event,Commercial,,Season Kickoff Super Night Shot,S14SE407,09/06/2014 12:00:00 AM,09/06/2014 12:00:00 AM,,Queen Anne,,,On the Boards,315
,Complete,Special Event,Community,,Central Area Block Party,S14SE408,09/27/2014 12:00:00 AM,09/27/2014 12:00:00 AM,OTHER,Central District,,,Seattle Neighborhood Group,1000
,Complete,Special Event,Commercial,,Chew Lun Benevolent Associations of USA 21st National Delegates Convention,S14SE409,09/07/2014 12:00:00 AM,09/07/2014 12:00:00 AM,,International District,,,416 7th Avenue S,500
,Complete,Special Event,Commercial,,Seattle Symphony: Friday Matinees Concert (9.19),S14SE413,09/19/2014 12:00:00 AM,09/19/2014 12:00:00 AM,,Downtown,,,Seattle Symphony,170
,Complete,Special Event,Community,,Sustainable Ballard Festival,S14SE414,09/28/2014 12:00:00 AM,09/28/2014 12:00:00 AM,OTHER,Ballard,,,Sustainable Ballard,5100
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally 9.19,S14SE418,09/19/2014 12:00:00 AM,09/19/2014 12:00:00 AM,,University District,,,University of Washington Husky Marching Band,240
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally 9.26,S14SE419,09/26/2014 12:00:00 AM,09/26/2014 12:00:00 AM,,University District,,,University of Washington Husky Marching Band,240
,Complete,Valet Parking,,,Silver Cloud Valet - The Sunset Club,S14SE424,09/08/2014 12:00:00 AM,09/08/2014 12:00:00 AM,,Downtown,,,Silver Cloud Valet,275
,Complete,Valet Parking,,,Red Carpet Valet - Fremont Distillery,S14SE425,09/17/2014 12:00:00 AM,09/17/2014 12:00:00 AM,,Fremont,,,Red Carpet Valet,150
,Complete,Special Event,Community,,The Westin Seattle & Sounders Event,S14SE429,09/30/2014 12:00:00 AM,09/30/2014 12:00:00 AM,OTHER,Downtown,,,The Westin Seattle,650
,Complete,Valet Parking,,,Red Carpet Valet - Event Experience,S14SE432,09/20/2014 12:00:00 AM,09/20/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,150
,Complete,Valet Parking,,,Red Carpet Valet - Fremont Studios,S14SE435,09/30/2014 12:00:00 AM,09/30/2014 12:00:00 AM,,Ballard,,,Red Carpet Valet,60
,Complete,Special Event,Commercial,,Specialty Coffee Association of America Block Party,S15AP005,04/09/2015 12:00:00 AM,04/09/2015 12:00:00 AM,,Capitol Hill,3,East,Specialty Coffee Association of America,1850
,Complete,Special Event,Commercial,,National Geographic Live!  Student Matinees (4.13),S15AP027,04/13/2015 12:00:00 AM,04/13/2015 12:00:00 AM,,Downtown,7,West,Benaroya Hall,1203
,Complete,Special Event,Commercial,,National Geographic Live!  Student Matinees (4.14),S15AP028,04/14/2015 12:00:00 AM,04/14/2015 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2403
,Complete,Special Event,Athletic,Run/Walk,Walk MS/Run MS,S15AP074,04/12/2015 12:00:00 AM,04/12/2015 12:00:00 AM,,University District,4,North,National Multiple Sclerosis Society - Greater NW Chapter,3850
,Complete,Special Event,Athletic,Water,UW Husky Open Regatta,S15AP080,04/04/2015 12:00:00 AM,04/04/2015 12:00:00 AM,,Montlake,3;4,East;North,University of Washingtin,700
,Complete,Special Event,Athletic,Water,"UW, Cal Dual",S15AP081,04/25/2015 12:00:00 AM,04/25/2015 12:00:00 AM,,Montlake,3;4,East;North,University of Washington,700
,Complete,Special Event,Community,,Sounders FC March to the Match (4.4),S15AP096,04/04/2015 12:00:00 AM,04/04/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Community,,Sounders FC March to the Match (4.26),S15AP097,04/26/2015 12:00:00 AM,04/26/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Community,,We Day Seattle 2015 Bus Drop-Off & Pick-Up,S15AP113,04/23/2015 12:00:00 AM,04/23/2015 12:00:00 AM,,Queen Anne,7,West,Free the Children/We Day,11560
,Complete,Special Event,Community,,Magnolia Springfest,S15AP116,04/24/2015 12:00:00 AM,04/24/2015 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,905
,Complete,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash,S15AP118,04/26/2015 12:00:00 AM,04/26/2015 12:00:00 AM,,Green Lake,6,North,"Pro-Motion Events, Inc.",2250
,Complete,Valet Parking,,,Red Carpet Valet - PAWS,S15AP121,04/18/2015 12:00:00 AM,04/18/2015 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,200
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (4.26),S15AP133,04/26/2015 12:00:00 AM,04/26/2015 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats & Beats,420
,Complete,Special Event,Commercial,,NFFTY 2015 (National Film Festival for Talented Youth),S15AP136,04/23/2015 12:00:00 AM,04/23/2015 12:00:00 AM,,Downtown,7,West,The Talented You dba NFFTY,820
,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert,S15AP143,04/17/2015 12:00:00 AM,04/17/2015 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,270
,Complete,Special Event,Commercial,,Drag Becomes Him World Premier - Red Carpet Entry,S15AP148,04/29/2015 12:00:00 AM,04/29/2015 12:00:00 AM,,Downtown,7,West,LeShad LLC,580
,Complete,Special Event,Community,,Northwest School Spring ArtsFest,S15AP153,04/02/2015 12:00:00 AM,04/02/2015 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,600
,Complete,Special Event,Commercial,,Patagonia Worn Wear Tour,S15AP158,04/15/2015 12:00:00 AM,04/15/2015 12:00:00 AM,,Westlake,3,West,206 Inc.,160
,Complete,Valet Parking,,,Red Carpet Valet - Westland Distillery,S15AP162,04/02/2015 12:00:00 AM,04/02/2015 12:00:00 AM,,Sodo,2,North,Red Carpet Valet,40
,Complete,Valet Parking,,,The Rainier Club - Alpha Omicron Boule 50th Anniversary,S15AP165,04/24/2015 12:00:00 AM,04/24/2015 12:00:00 AM,,Downtown,7,West,The Rainier Club,38
,Complete,Valet Parking,,,Red Carpet Valet - Holocaust Center,S15AP166,04/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,50
,Complete,Special Event,Free Speech,,Day of Action,S15AP171,04/15/2015 12:00:00 AM,04/15/2015 12:00:00 AM,Multiple Parks,Multiple Neighborhoods,3;7,West,Working Washington,900
,Complete,Valet Parking,,,Butler Valet - Load Zone,S15AP172,04/04/2015 12:00:00 AM,04/04/2015 12:00:00 AM,,Pioneer Square,7,West,Butler Valet,75
,Complete,Special Event,Free Speech,,Shell No:  Seattle Draws the Line,S15AP208,04/26/2015 12:00:00 AM,04/26/2015 12:00:00 AM,Myrtle Edwards Park,Downtown,7,West,Greenpeace,750
,Complete,Valet Parking,,,Red Carpet Valet - Katie Wood,S15AP210,04/28/2015 12:00:00 AM,04/28/2015 12:00:00 AM,,Westlake,7,West,Red Carpet Valet,40
,Complete,Valet Parking,,,Red Carpet Valet - Westland Distillery,S15AP211,04/02/2015 12:00:00 AM,04/02/2015 12:00:00 AM,,Sodo,2,North,Red Carpet Valet,
,Complete,Valet Parking,,,Republic Parking Northwest - Cielo Grand Opening,S15AP216,04/30/2015 12:00:00 AM,04/30/2015 12:00:00 AM,,Downtown,7,West,Republic Parking Northwest,100
,Complete,Valet Parking,,,Butler Valet - Islandwood Fundraiser@ Boys & Girls Club,S15AP222,05/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,,Rainier Valley,2,South,Butler Valet Inc.,200
,Complete,Special Event,Free Speech,,Seattle Hempfest 2015,S15AU007,08/14/2015 12:00:00 AM,08/16/2015 12:00:00 AM,,Downtown,7,West,Seattle Events a Non-Profit Corporation,123000
,Complete,Special Event,Athletic,Run/Walk,Alki Beach Run,S15AU011,08/23/2015 12:00:00 AM,08/23/2015 12:00:00 AM,Alki Beach,West Seattle,1,Southwest,Northwest  Hope and Healing Foundation,1300
,Complete,Special Event,Athletic,Run/Walk,Lake Union 10K,S15AU034,08/09/2015 12:00:00 AM,08/09/2015 12:00:00 AM,,Multiple Neighborhoods,3;4;7,North,5focus/Run for Good Racing Co.,1250
,Complete,Special Event,Community,,Geocaching Block Party,S15AU040,08/15/2015 12:00:00 AM,08/15/2015 12:00:00 AM,,Fremont,6,North,Geocaching,1500
,Complete,Special Event,Athletic,Water,Swim For Life,S15AU052,08/19/2015 12:00:00 AM,08/19/2015 12:00:00 AM,Madison Park,Madison Park,3,East,Swim for Life,350
,Complete,Special Event,Athletic,Water,Park to Park Swim,S15AU061,08/23/2015 12:00:00 AM,08/23/2015 12:00:00 AM,,Sand Point,4,North,Seattle Children's Hospital Guild Association,375
,Complete,Special Event,Athletic,Run/Walk,Obliteride,S15AU089,08/07/2015 12:00:00 AM,08/09/2015 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,1;2;3;4;6;7,North;West,Fred hutchinson Cancer Research Center,5700
,Complete,Special Event,Community,,Sounders FC March to the Match (8.1),S15AU105,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Community,,Sounders FC March to the Match (8.16),S15AU106,08/16/2015 12:00:00 AM,08/16/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Community,,Sounders FC March to the Match (8.30),S15AU107,08/30/2015 12:00:00 AM,08/30/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Athletic,Run/Walk,Iron Girl Seattle Triathlon (REV),S15AU111,08/23/2015 12:00:00 AM,08/23/2015 12:00:00 AM,Multiple Parks,Multiple Neighborhoods,2;3,South,Iron Girl/World Triathlon Corporation,4200
,Complete,Special Event,Community,,NEPO 5k Don't Run 2015,S15AU112,08/29/2015 12:00:00 AM,08/29/2015 12:00:00 AM,,Beacon Hill,2,South,NEPO House,1000
,Complete,Special Event,Community,,Seattle Street Food Festival,S15AU130,08/15/2015 12:00:00 AM,08/16/2015 12:00:00 AM,,South Lake Union,7,West,Piranha Blonde Creative,10260
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden  (8.1),S15AU134,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats & Beats,420
,Complete,Special Event,Community,,Art of the City Street Fest,S15AU141,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,,Pioneer Square,7,West,Tashiro Kaplan Tenants Association,1500
,Complete,Special Event,Community,,South Lake Union Block Party,S15AU145,08/07/2015 12:00:00 AM,08/07/2015 12:00:00 AM,,South Lake Union,7,West,Vulcan Inc,3125
,Cancelled,Special Event,Commercial,,Molly Moon's Perfect Summer Day,S15AU156,08/09/2015 12:00:00 AM,08/09/2015 12:00:00 AM,Magnuson Park,Sand Point,4,North,Seattle Theatre Group,4000
,Complete,Special Event,Community,,Magnolia Village Car Show,S15AU160,08/08/2015 12:00:00 AM,08/08/2015 12:00:00 AM,,Magnolia,7,West,Werner's Crash Shop/Magnolia Chamber of Commerce,880
,Cancelled,Special Event,Community,,Tana Stobs/Bennie Armstrong Canoe Family 2015 Tribal Journey,S15AU161,08/08/2015 12:00:00 AM,08/10/2015 12:00:00 AM,Stan Sayres Park,Mount Baker,2;3,South,Bennie Armstrong,2200
,Complete,Special Event,Community,,Post Alley Hooley,S15AU167,08/06/2015 12:00:00 AM,08/06/2015 12:00:00 AM,,Downtown,7,West,Post Alley Project,520
,Complete,Special Event,Community,,Magnolia Seafair Parade and Kid's Parade,S15AU178,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4800
,Complete,Special Event,Community,,Magnolia Summerfest and Art Show,S15AU179,08/01/2015 12:00:00 AM,08/02/2015 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,6600
,Complete,Special Event,Community,,PhinneyWood Summer Streets and Soccer Tournament,S15AU181,08/08/2015 12:00:00 AM,08/08/2015 12:00:00 AM,,Phinney Ridge,6,North,Phinney Neighborhood Association,3075
,Cancelled,Special Event,Community,,1077 The End's Sounders Tailgater,S15AU190,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,,Sodo,2,West,Entercome Seattle 107.7 The End,520
,Cancelled,Special Event,Community,,1077 The End's Sounders Tailgater,S15AU191,08/16/2015 12:00:00 AM,08/16/2015 12:00:00 AM,,Sodo,2,West,Entercome Seattle 107.7 The End,520
,Cancelled,Special Event,Community,,1077 The End's Sounders Tailgater,S15AU192,08/30/2015 12:00:00 AM,08/30/2015 12:00:00 AM,,Sodo,2,West,Entercome Seattle 107.7 The End,520
,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Festival Parade March,S15AU207,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,,Central District,3,East,Umoja Fest,975
,Cancelled,Special Event,Commercial,,Slide The City,S15AU215,08/16/2015 12:00:00 AM,08/16/2015 12:00:00 AM,Seattle Center,Downtown,7,West,Slide the City LLC,6000
,Complete,Special Event,Community,,The 2015 Belltown Bash,S15AU221,08/04/2015 12:00:00 AM,08/04/2015 12:00:00 AM,,Belltown,7,West,"CWD Group, Inc. AAMC",515
,Complete,Special Event,Community,,Lake City Pioneer Days Grand Parade,S15AU223,08/08/2015 12:00:00 AM,08/08/2015 12:00:00 AM,,Lake City,5,North,Lake City Pioneer Days Parade Association,4610
,Complete,Special Event,Community,,Hoops for Hope: The Jim Marsh Classic,S15AU225,08/29/2015 12:00:00 AM,08/30/2015 12:00:00 AM,,Georgetown,2,South,Northwest Parkinson's Foundation,8352
,Complete,Special Event,Commercial,,Sunset Supper at Pike Place Market,S15AU228,08/14/2015 12:00:00 AM,08/14/2015 12:00:00 AM,,Downtown,7,West,Market Foundation,1600
,Complete,Special Event,Community,,GPK (Greatest Party Known to Humankind),S15AU246,08/07/2015 12:00:00 AM,08/07/2015 12:00:00 AM,,Georgetown,2,South,DBB,3100
,Complete,Special Event,Community,,Rainier Valley Heritage Festival,S15AU255,08/15/2015 12:00:00 AM,08/15/2015 12:00:00 AM,,Rainier Valley,2,South,Rainier Chamber Foundation,3020
,Complete,Special Event,Community,,Rainier Valley Heritage Parade,S15AU256,08/15/2015 12:00:00 AM,08/15/2015 12:00:00 AM,,Rainier Valley,2,South,Rainier Chamber Founation,3020
,Complete,Special Event,Community,,Renegade Craft Fair,S15AU264,08/01/2015 12:00:00 AM,08/02/2015 12:00:00 AM,Magnuson Park,Sand Point,4,North,Renegade Craft Fair Inc.,2284
,Complete,Special Event,Community,,Emerald City Pet Rescue First Anniversary Celebration,S15AU267,08/22/2015 12:00:00 AM,08/22/2015 12:00:00 AM,,Sodo,2,South,Emerald City Pet Rescue,175
,Complete,Special Event,Athletic,Run/Walk,"UNCF Walk, Run Bike for Education",S15AU268,08/29/2015 12:00:00 AM,08/29/2015 12:00:00 AM,Edwain T. Pratt Park,Central District,3,East,United Negro College Fund,250
,Complete,Special Event,Community,,94.1 KMPS Country Cares Party,S15AU270,08/08/2015 12:00:00 AM,08/08/2015 12:00:00 AM,,Sodo,2,South,CBS Seattle,770
,Cancelled,Special Event,Commercial,,Spplus Event (8.27),S15AU287,08/27/2015 12:00:00 AM,08/27/2015 12:00:00 AM,,Queen Anne,7,West,Spplus,2940
,Complete,Special Event,Community,,Kawabe SummerFest,S15AU295,08/23/2015 12:00:00 AM,08/23/2015 12:00:00 AM,,Central District,3,East,Kawabe Memorial House,500
,Complete,Special Event,Athletic,Run/Walk,Run Like a Viking 5K,S15AU310,08/22/2015 12:00:00 AM,08/22/2015 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Nordic Heritage Museum,500
,Complete,Special Event,Community,,Summit Block Party,S15AU319,08/22/2015 12:00:00 AM,08/22/2015 12:00:00 AM,,Capitol Hill,3,East,Summit Block Party Volunteer Crew,630
,Complete,Special Event,Commercial,,Maritime Pacific Brewing Company 25th Anniversary Party,S15AU332,08/22/2015 12:00:00 AM,08/22/2015 12:00:00 AM,,Ballard,6,North,Maritime Pacific Brewing Co.,850
,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon 10k Race 2015,S15AU337,08/21/2015 12:00:00 AM,08/22/2015 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,4;6,North,Seattle Marathon Association,1800
,Complete,Special Event,Community,,SalmonFest Seattle 2015,S15AU349,08/07/2015 12:00:00 AM,08/09/2015 12:00:00 AM,,Lake City,5,North,North Seattle Chamber of Commerce,9620
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (8.30),S15AU355,08/30/2015 12:00:00 AM,08/30/2015 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
